place_id,location,accesslvl,rules
800,Lakeview Lane & 122 Ave,2,Unknown
801,E 164 St bet. Teller Av and Clay Av at Park Ave,4,Adults Allowed
802,111 St & Saultell & 56 Aves,1,Unknown
803,Cromwell Ave & McClellan St,3,Adults not allowed in some locations
804,W 124 St & Riverside Dr,4,Unknown
805,Vermont St. bet. Pitkin Ave. and Belmont Ave.,4,Adults Allowed
806,E 121st & Madison Ave,4,Unknown
807,Nostrand Ave. bet. Kings Hwy. and Ave. P,4,Adults Allowed
808,37 Av bet. 112 and 113 Sts,0,Adults Allowed
809,Rivington St. and Attorney St. bet. Clinton St. and Ridge St.,4,Adults Allowed
810,88 Ave. to 89 Ave. at 90 St.,2,Adults Allowed
811,Christopher Ave. between Sutter Ave. and Belmont Ave.,4,Adults Allowed
812,"Fulton St., Truxton St., bet. Eastern Pkwy. and Van Sinderen Ave.",0,Adults Allowed
813,"E 178 St & Ryer Ave, Upper Level",2,Adults Allowed
814,Fox St to Tiffany St bet. E 167 St and E 165 St,2,Adults Allowed
815,6 Ave Bet 41 & 44 Sts,0,Unknown
816,Hoffman Dr. bet. 58 Ave. and Woodhaven Blvd.,4,Adults Allowed
817,6 Ave. bet. 55 St. and 56 St.,4,Adults Allowed
818,Chester St. to Bristol St. between Sutter Ave. and Pitkin Ave.,3,Adults Allowed
819,St Nicholas Ave. and W. 156 St.,4,Adults Allowed
820,"FDR Dr., E 76 St. To E 78 St.",3,Adults not allowed in some locations
821,Euclid Ave. bet. Dumont Ave. and Blake Ave.,4,Adults Allowed
822,Ave. Y between Brown St. and Haring St.,2,Adults Allowed
823,W. 12 St. bet. Bay Pkwy. and Ave. P,4,Adults not allowed in some locations
824,"210 St., Oceania St. bet. the Long Island Exwy. and 64 Ave.",2,Adults Allowed
825,98 St. bet. Northern Blvd. and 32 Ave.,2,Adults Allowed
826,Campus Rd. bet. E. 21 St. and Ocean Ave.,4,Adults not allowed in some locations
827,85 St & 5th Ave,1,Unknown
828,"Landing Rd., Major Deegan Exwy., Bailey",0,Unknown
829,"Grand Ave., 57 Ave. bet. 74 St. and 80 St.",0,Adults not allowed in some locations
830,Not Specified,0,Unknown
831,"Ft Hamilton Pkwy., Prospect Ave., Greenwood Ave.",4,Adults Allowed
832,Not Specified,0,Unknown
833,E 135 St bet. Alexander Av and Willis Av,4,Adults Allowed
834,"Washington Sq S, Sullivan St",0,Adults not allowed in some locations
835,148 St. bet. 85 Ave. and 85 Rd.,4,Adults not allowed in some locations
836,"11 Ave., 12 Ave. bet. 152 St. and 154 St.",4,Adults Allowed
837,E. 183 St. bet. Valentine Ave. and Ryer,3,Unknown
838,W. 180 St. bet. Davidson Ave. and Grand,4,Unknown
839,E. 188 St. bet. Webster Ave. and Park Ave.,4,Adults Allowed
840,W 148 St & Hudson River,3,Adults Allowed
841,121 Ave. bet. Lucas St. and 192 St.,2,Adults Allowed
842,Cauldwell Ave bet. E. 161 St  and E. 163 St.,3,Adults Allowed
843,W. 254 St. bet. Riverdale Ave. and Mosholu Ave.,4,Adults Allowed
844,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",0,Adults Allowed
845,Alderton St. bet. Dieterle Cr. and Ellwell Cr.,3,Adults Allowed
846,Flushing Ave. between Beaver St. and Garden St.,4,Adults Allowed
847,Sumpter St. to Marion St. between Howard Ave. and Ralph Ave.,4,Adults Allowed
848,Not Specified,0,Unknown
849,"Fillmore Ave, Madison Pl",3,Unknown
850,Not Specified,0,Unknown
851,W. 181 St. bet. Grand Ave. and Davidson,0,Adults not allowed in some locations
852,"River Terr, Warren St",3,Unknown
853,"Beechwood Ave., Crescent Ave. and Jersey St.",4,Adults Allowed
854,W 166 St bet. Woodycrest Av and Nelson Av,4,Adults Allowed
855,"Ogden Av, Plimpton Av, W 170 St",4,Adults Allowed
856,Brighton 2 St. bet. Brightwater Ct. and Boardwalk E.,2,Adults not allowed in some locations
857,"Broadway, Wayne St",0,Adults not allowed in some locations
858,E 175 St & Arthur Ave,0,Adults Allowed
859,"Bronxdale Ave, Bronx Pk E",4,Adults Allowed
860,56 Ave. bet. 201 St. and 202 St.,4,Adults Allowed
861,Booth Memorial Ave & 160 St,4,Unknown
862,Coutlandt Av bet. E 161 St and E 162 St,4,Adults not allowed in some locations
863,"W 116-117 Sts, Riverside Dr",3,Unknown
864,Howard Ave. bet. Pacific St. and Dean St.,4,Adults Allowed
865,"72 St, 74st, Juniper Blvd South",3,Unknown
866,President St. and Van Brunt St.,2,Adults not allowed in some locations
867,"Grandview Ave., at Continental Pl.",4,Unknown
868,Liberty Ave. bet. 183 St. and 183 Pl.,2,Adults Allowed
869,"Hamilton Ave., Nelson St. Clinton St.",4,Adults not allowed in some locations
870,"80 St. To 81 St., 11 Ave. To 12 Ave.",4,Adults not allowed in some locations
871,"Columbia St, Delancey St and Bialystoker Pl",2,Adults not allowed in some locations
872,164 Pl. bet. Grand Central Pkwy. Sr. Rd. S. and 84 Ave.,0,Adults Allowed
873,"Winchester Blvd, Union Tpke",4,Unknown
874,Beach 32 St & Beach Channel Drive,4,Unknown
875,Union Av bet. E 150 St and  e 152 St,4,Adults Allowed
876,W 74 St,0,Unknown
877,Grand Concourse to Walton Av bet. E 161 St and E 164 St,4,Adults not allowed in some locations
878,Berkeley Pl. and Lincoln Pl. between 5 Ave. and 6 Ave.,2,Adults Allowed
879,Corner Of Bartow Ave. and Page Ave.,4,Adults Allowed
880,Jerome Av bet. E 174 St and the Cross Bronx Exwy Entrance Ramp,2,Adults not allowed in some locations
881,Clove Road & Forest Ave,3,Adults not allowed in some locations
882,"8th Ave To Ft Hamilton Pkwy, Btwn 66th And 67th Street",0,Unknown
883,"W. 64 St., bet. Amsterdam Ave. and West End Ave.",3,Unknown
884,"Convent and Amsterdam Av, W 135 St",4,Adults Allowed
885,Kissena Blvd. bet. Maple Ave. and Franklin Ave.,4,Adults Allowed
886,Not Specified,0,Unknown
887,"73 Ave., Jewel Ave. bet. Utopia Pkwy. and 179 St.",2,Adults Allowed
888,Bath Ave. between Bay 22 St. and Bay 23 St.,4,Adults Allowed
889,21 St. bet. 29 Ave. and 30 Ave.,0,Adults Allowed
890,"E. 127 St., 2 Ave., and Harlem River Drive",0,Unknown
891,Howard Ave. bet. Atlantic Ave. and  Herkimer St.,4,Adults not allowed in some locations
892,Wythe Ave. bet. Grand St. and S. 1 St.,0,Adults Allowed
893,Morris Av bet. Mc Clellan St and E 166 St,4,Adults Allowed
894,W. 11 St. at Ave. W,4,Adults Allowed
895,"Drumgoole Rd. E., N. Railroad St., Ida Ct.",4,Adults not allowed in some locations
896,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",4,Adults Allowed
897,"Flushing Ave., Steuben St., Williamsburg Pl.",0,Unknown
898,North Side Of E 157th St & River Ave,2,Adults not allowed in some locations
899,"Adelphi St., Myrtle Ave., Clermont Ave.",4,Adults Allowed
900,Hillside Ave. bet. 207 St. and 208 St.,2,Adults Allowed
901,"Winthrop St., Brooklyn Ave., Rutland Rd.",0,Adults not allowed in some locations
902,"E 153 St, Walton Ave & Gerard Ave",4,Adults not allowed in some locations
903,"W 239 St, Van Cortlandt East",3,Unknown
904,Not Specified,0,Unknown
905,St Felix Ave. bet. Seneca Ave. and 60 Pl.,4,Unknown
906,"Central Ave., Troutman St. and Starr St.",4,Adults Allowed
907,Troy Ave & Prospect Place,4,Adults not allowed in some locations
908,Dongan Hills Ave. and Jefferson St.,0,Adults Allowed
909,Louisiana & Flatlands Ave,4,Unknown
910,Jamaica Ave. bet. 202 St. and 204 St.,0,Adults Allowed
911,"Lexington Ave., E. 128 St. to E. 129 St.",4,Adults Allowed
912,100 St & 5th Ave,1,Unknown
913,47 St. bet. 8 Ave. and 9 Ave.,3,Adults Allowed
914,"Corona Ave. bet. 104 St. and 106 St., 50 Av.",0,Adults not allowed in some locations
915,Fairmount Pl bet. Clinton Av and Prospect Av,0,Unknown
916,62 Dr. bet. 97 Pl. and 98 St.,4,Adults Allowed
917,Brinsmade Ave. bet. Cross Bronx Ser. Rd. and Swinton Ave.,4,Unknown
918,"Morrison Ave, Watson Ave",0,Adults Allowed
919,Bronx River Pkwy & Rosewood St,4,Adults Allowed
920,Not Specified,0,Unknown
921,"Tompkins Ave., bet. Chestnut St. and Shaughnessy La.",0,Unknown
922,Perry Ave. bet. E. 205 St. and E. 208 St,0,Unknown
923,Shore Pkwy. bet. Bay 14 St. and Bay 16 St.,2,Adults not allowed in some locations
924,Lafayette Ave. and Franklin Ave.,4,Adults Allowed
925,E. 148 St. bet. Morris Ave. and College Ave.,0,Adults not allowed in some locations
926,Queens Blvd. bet. 62 Ave. and 62 Rd.,4,Adults not allowed in some locations
927,174 St & 113 Ave,0,Adults not allowed in some locations
928,Seguine Ave S/o Hylan Blvd,4,Adults Allowed
929,248 St. bet. Van Zandt Ave. and 52 Ave.,2,Adults Allowed
930,Not Specified,0,Unknown
931,Flushing Ave. bet.. Beaver St. and Garden St.,3,Adults Allowed
932,E 193 St & Jerome Ave,4,Adults not allowed in some locations
933,"74 St., 75 St. bet. Cooper Ave. and 78 Ave.",4,Adults Allowed
934,7 Ave. bet. 81 St. and 82 St.,4,Adults Allowed
935,147 Ave & 184 St,4,Unknown
936,"Belmont Ave., Sutter Ave., Sheridan Ave. and Grant Ave.",4,Adults not allowed in some locations
937,"1 Ave.,2 Ave., bet. E. 35 St. and E. 36 St.",4,Unknown
938,20 Ave. bet. 37 St. and 38 St.,4,Adults Allowed
939,"Whipple St., Bartlett St., between Throop Ave. and Flushing Ave.",4,Adults Allowed
940,Taaffe Pl. bet. Park Ave. and Myrtle Ave.,0,Adults Allowed
941,"Minetta Lane, W. 3 St. and Ave. of Americas",0,Adults not allowed in some locations
942,34 Ave & 214 Pl,4,Unknown
943,Not Specified,0,Unknown
944,"Downing St to Carmine St, Av Of Americas",4,Adults Allowed
945,"Ave. Y, Ave. X bet. E. 24 St. and Bedford Ave.",0,Adults Allowed
946,Randall Ave. bet. Olmstead Ave. and Castle Hill Ave.,4,Adults Allowed
947,Ave. K between E. 58 St. and E. 59 St.,0,Adults not allowed in some locations
948,"Winter Ave., bet. Bismark Ave. and Westervelt Ave.",4,Adults Allowed
949,"bet. Pierrepont Pl., Pierrepont St. and the BQE",4,Adults Allowed
950,Sackman To Powell Sts bet. Glenmore and Pit,4,Unknown
951,"74 Ave., 260 St.",4,Adults not allowed in some locations
952,106 St. bet. Atlantic Ave. and 94 Ave.,4,Adults Allowed
953,W. 43 St. bet. 8 Ave. and 9 Ave.,3,Adults Allowed
954,"Public Beach, W. 29 St. and W. 32 St.",4,Adults Allowed
955,"9 Av To 10 Av, W 27 St To W 28 St",4,Adults not allowed in some locations
956,"86 St, W/o West Drive",4,Unknown
957,"Jay St., Bridge St. bet. Tillary St. and Cathedral Pl.",4,Adults not allowed in some locations
958,"Atlantic Ave., 95 Ave. bet. 88 St., 89 St.",3,Adults Allowed
959,147 St. bet. 26 Ave. and 27 Ave.,4,Adults not allowed in some locations
960,W. 22 St. and 10 Ave.,4,Adults not allowed in some locations
961,Colden St & Geranium Ave,4,Unknown
962,Langham St & Oriental Ave,2,Adults not allowed in some locations
963,"W. 135 St. To W. 136 St., Lenox Ave. To 5 Ave.",4,Adults Allowed
964,Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.,4,Adults not allowed in some locations
965,108 St & Myrtle Ave,4,Unknown
966,FDR Dr. bet. E. 102 St. and E. 106 St.,4,Unknown
967,115 St. bet. 14 Ave. and 14 Rd.,4,Adults not allowed in some locations
968,Avenue H bet. Kings Hwy. and E. 49 St.,4,Adults not allowed in some locations
969,"W. 13 St., Stillwell Ave. bet. Ave. U and Ave. V",0,Unknown
970,"Amsterdam Av, W 151 St To W 152 St",4,Unknown
971,Flushing Ave. between N. Portland Ave. and N. Oxford St.,4,Adults Allowed
972,E. 174 St. bet. Bronx River Ave. and E. 173 St.,0,Adults Allowed
973,"Adelaide Ave., Clawson St.",0,Unknown
974,Not Specified,0,Unknown
975,"Gleason Ave., Watson Ave. bet. Noble Ave., and Rosedale Ave.",0,Adults Allowed
976,"Bruckner Exwy, Wilkinson Ave",4,Unknown
977,Lafayette Ave. bet. Waverly Ave. and Washington Ave.,3,Adults not allowed in some locations
978,Creston Ave. bet. E. Burnside Ave. and E,4,Adults not allowed in some locations
979,West Drive opp Garfield Pl,3,Unknown
980,Not Specified,0,Unknown
981,"18 Ave., 19 Ave., bet. 55 St. and 58 St.",2,Adults not allowed in some locations
982,"37 St., 38 St., bet. 20 Rd. and 20 Ave.",0,Unknown
983,Parkinson Ave. at Kramer St.,2,Adults Allowed
984,Morningside Ave & 113 St,4,Adults not allowed in some locations
985,73 Ave. bet. 195 St. and 196 Pl.,4,Adults Allowed
986,"Bedford Ave., Hancock St., Jefferson Ave.",4,Adults Allowed
987,"56 Ave., 92 St.",4,Adults Allowed
988,58 Ave. bet. Brown Pl. and 69 St.,3,Adults not allowed in some locations
989,E. 42 St. bet. 1 Ave. and 2 Ave.,4,Adults not allowed in some locations
990,Olinville Ave. at Rosewood St.,2,Adults Allowed
991,"Castle Hill Av, Parker St",4,Adults Allowed
992,"Next To Nature Ctr At 222 Poillon Ave, Btw Amboy Rd, Hylan Blvd",0,Adults not allowed in some locations
993,Kappock St & Independence Ave,0,Adults not allowed in some locations
994,30 Ave. bet. 29 St. and 30 St.,4,Adults Allowed
995,Broadway and Woodside Ave. bet. 77 St. and 79 St.,4,Adults Allowed
996,Surf Ave. between W. 25 St. and W. 27 St.,4,Adults Allowed
997,Hollis Ave. bet. 204 St. and 205 St.,4,Adults Allowed
998,Rogers Pl. at Dawson St.,4,Adults Allowed
999,173 St & 106 Ave,0,Adults Allowed
1000,Linwood St. bet. New Lots Ave. and Hegeman Ave.,0,Adults Allowed
1001,166 St. bet. 16 Ave. and 16 Rd.,4,Adults Allowed
1002,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,3,Adults Allowed
1003,"Dean St., Bergen St. bet. Rockaway Ave.and Hopkinson Ave.",0,Adults Allowed
1004,"Lee Ave., Division Ave., Roebling St.",0,Adults Allowed
1005,"Tompkins Ave., Broad St. and Hill St.",0,Unknown
1006,"109 St., 111 St. bet. 46 Ave. and 47 Ave.",4,Adults Allowed
1007,"1 Ave., bet. E. 67 St. To E. 68 St.",4,Adults Allowed
1008,157 St & 116 Ave,0,Unknown
1009,Fulton Av to Franklin Av bet. E 167 St and E 166 St,4,Adults not allowed in some locations
1010,Montgomery St. between Franklin Ave. and McKeever Pl.,0,Adults Allowed
1011,Behind Tennis Center,0,Unknown
1012,"Essex St., Norfolk St. and Houston St.",2,Adults not allowed in some locations
1013,S. Oxford St. bet. Commos and Atlantic Ave.,4,Adults not allowed in some locations
1014,"W 112-113 Sts, Riverside Dr",3,Unknown
1015,"30 Ave., 25 Ave. bet. 84 St. and 85 St.",0,Adults Allowed
1016,"Fulton Ave, E 173 - E 174 Sts",4,Adults Allowed
1017,Amsterdam Ave. bet. W. 136 St. and W. 138 St.,2,Adults Allowed
1018,85 Ave & 165 St,4,Adults not allowed in some locations
1019,Laurel Hill Blvd. bet. 61 St. and 64 St.,0,Adults Allowed
1020,"46 Ave., 46 Rd. bet. Oceania St. and 211 St.",2,Adults Allowed
1021,N/o W 172 St By Pool,4,Adults not allowed in some locations
1022,"Crotona N Bet Waterloo, Marmion",2,Adults not allowed in some locations
1023,"Borinquen Pl., Rodney St. and S. 1 St.",4,Unknown
1024,Ely & Burke Aves,4,Adults not allowed in some locations
1025,Lafayette Ave. bet. Malcolm X Blvd. and Patch Ave.,4,Adults Allowed
1026,Surf Ave & 5 St,4,Adults not allowed in some locations
