name,type,Borough,EditDate,latitude,longitude,Status,ClosureType
Drew Playground,pg,X,2020-05-21 11:09:36,40.83316416757643,-73.90313138538562,COVID-19 Closure,Completely Locked
Daniel M. O'Connell Playground,pg,Q,2020-05-21 11:08:24,40.70033447169981,-73.758313143391,COVID-19 Closure,Not Lockable
Schmul Park,pg,R,2020-05-21 11:09:19,40.59005334565699,-74.188122960463,COVID-19 Closure,Completely Locked
General Hart Playground,pg,Q,2020-05-21 11:08:14,40.74878845364598,-73.89746832776348,COVID-19 Closure,Completely Locked
Noble Playground,pg,X,2020-05-21 11:09:51,40.836893291957935,-73.87185040568932,COVID-19 Closure,Completely Locked
Epiphany Playground,pg,B,2020-05-21 11:07:01,40.7087118662659,-73.96559281314111,COVID-19 Closure,Completely Locked
Century Playground,pg,B,2020-05-21 11:06:48,40.576739860660666,-73.9700624450879,COVID-19 Closure,Completely Locked
Wagner Playground,pg,M,2020-05-21 11:10:19,40.79977400168664,-73.9349215156647,COVID-19 Closure,Completely Locked
Augustus St. Gaudens Playground,pg,M,2020-05-21 11:07:45,40.735487279844556,-73.98216957176686,COVID-19 Closure,Completely Locked
Playground One Forty,pg,Q,2020-05-21 11:08:36,40.67492509565238,-73.80117838240443,COVID-19 Closure,Not Lockable
Athens Square,pg,Q,2020-05-21 11:09:10,40.76791472190316,-73.92219042215703,COVID-19 Closure,Completely Locked
Real Good Playground,pg,Q,2020-05-21 11:08:56,40.73549538538763,-73.8575372503597,COVID-19 Closure,Completely Locked
Asser Levy Playground,pg,M,2020-05-21 11:07:35,40.736513478668556,-73.97552201938034,COVID-19 Closure,Partially Locked
Summit Playground,pg,X,2020-05-21 11:09:37,40.83070373138211,-73.93157136206523,COVID-19 Closure,Completely Locked
Hester St Plgd,pg,M,2020-05-21 11:07:27,40.71712068578489,-73.99392778832083,COVID-19 Closure,Completely Locked
Skyline Playground,pg,R,2020-05-21 11:09:28,40.63912340995157,-74.08980016118103,COVID-19 Closure,Completely Locked
Triassic Playground,pg,Q,2020-05-21 11:08:17,40.7299816273106,-73.8350918923636,COVID-19 Closure,Completely Locked
Bayview Playground,pg,B,2020-05-21 11:06:32,40.63480442292914,-73.88740121248914,COVID-19 Closure,Completely Locked
Angelo Campanaro Plgd,pg,X,2020-05-21 11:10:02,40.86800752267808,-73.84209888449536,COVID-19 Closure,Partially Locked
Metcalf Playground,pg,X,2020-05-21 11:09:32,40.83462765512788,-73.87359917164187,COVID-19 Closure,Completely Locked
Edenwald Playground,pg,X,2020-05-21 11:09:59,40.88393161222554,-73.84517577483462,COVID-19 Closure,Partially Locked
210 St Playground,pg,Q,2020-05-21 11:08:08,40.739294685317546,-73.76531586443619,COVID-19 Closure,Partially Locked
City Line Park,pg,B,2020-05-21 01:02:27,40.67888626993225,-73.87403261797333,COVID-19 Closure,Completely Locked
Maria Hernandez Park Playground,pg,B,2020-05-21 12:57:37,40.7027729266613,-73.9242162230744,COVID-19 Closure,Completely Locked
Centreville Playground,pg,Q,2020-05-21 11:09:02,40.670196800720134,-73.83934619143606,COVID-19 Closure,Completely Locked
East River Playground,pg,M,2020-05-21 11:07:51,40.789179753233,-73.93791758069295,COVID-19 Closure,Completely Locked
Ten Eyck Playground,pg,B,2020-05-21 11:06:43,40.7089001649567,-73.93856109945462,COVID-19 Closure,Completely Locked
MacLaughlin Playground,pg,X,2020-05-21 11:10:09,40.88785470411853,-73.90536585971063,COVID-19 Closure,Completely Locked
Playground Sixty Two LXII,pg,Q,2020-05-21 11:09:00,40.736204163491195,-73.85244195731984,COVID-19 Closure,Completely Locked
Sledge Playground,pg,B,2020-05-21 11:05:53,40.63820717958936,-73.89790018874504,COVID-19 Closure,Completely Locked
Luna Playground,pg,B,2020-05-21 11:06:37,40.576200823091895,-73.97912259153284,COVID-19 Closure,Completely Locked
Adam Yauch Park,pg,B,2020-05-21 11:06:13,40.69197830282726,-73.99867988890037,COVID-19 Closure,Completely Locked
Middle Village Playground,pg,Q,2020-05-21 11:08:21,40.71028217688905,-73.87369815569612,COVID-19 Closure,Completely Locked
St. Nicholas Playground South,pg,M,2020-05-21 11:07:42,40.810840272788965,-73.94743122725458,COVID-19 Closure,Partially Locked
Vanderbilt Playground,pg,B,2020-05-21 11:05:49,40.6550493845689,-73.97295764461757,COVID-19 Closure,Completely Locked
Jacob's Ladder Playground,pg,B,2020-05-21 11:06:57,40.70485365426409,-73.96673279413864,COVID-19 Closure,Completely Locked
Virginia Playground,pg,X,2020-05-21 11:09:54,40.83425907457426,-73.8622486068605,COVID-19 Closure,Completely Locked
Russell Sage Playground,pg,Q,2020-05-21 11:08:50,40.72413886784009,-73.85156664976046,COVID-19 Closure,Completely Locked
Marcus Garvey Memorial Park,pg,M,2020-05-21 11:07:16,40.805353115737425,-73.94223861618026,COVID-19 Closure,Completely Locked
Carlton Park,pg,R,2020-05-21 11:09:20,40.53334176012093,-74.20224650915591,COVID-19 Closure,Completely Locked
Little Flower Playground,pg,M,2020-05-21 11:07:32,40.71254122998289,-73.98846825622478,COVID-19 Closure,Completely Locked
Dr. Green Playground,pg,B,2020-05-21 11:06:17,40.667275445539104,-73.90791293809164,COVID-19 Closure,Partially Locked
Morningside Plgd,pg,M,2020-05-21 11:07:15,40.80703881402159,-73.95775646753451,COVID-19 Closure,Completely Locked
West 100th St Plgd,pg,M,2020-05-21 11:07:05,40.793815534987296,-73.96266523056595,COVID-19 Closure,Completely Locked
Devoe Park,pg,X,2020-05-21 11:09:35,40.86395953944005,-73.90464042034074,COVID-19 Closure,Completely Locked
Corporal Allan F. Kivlehan Park,pg,R,2020-05-21 11:09:16,40.56385302486341,-74.09771657412561,COVID-19 Closure,Completely Locked
Lion's Pride Playground,pg,B,2020-05-21 11:05:55,40.66270488916968,-73.89953097146653,COVID-19 Closure,Completely Locked
Jerome Playground,pg,B,2020-05-21 11:06:20,40.65902437404547,-73.87939357698806,COVID-19 Closure,Completely Locked
Beach 9 Playground,pg,Q,2020-05-21 11:08:33,40.59581233940668,-73.7446000207849,COVID-19 Closure,Partially Locked
Sedgwick Playground,pg,X,2020-05-21 11:09:57,40.84573614359706,-73.92329965295082,COVID-19 Closure,Not Lockable
De Hostos Playground,pg,B,2020-05-21 11:06:54,40.70249409867389,-73.94924389904435,COVID-19 Closure,Completely Locked
Judge Moses Weinstein Playground,pg,Q,2020-05-21 11:08:50,40.718669843866664,-73.82066578668989,COVID-19 Closure,Partially Locked
Abigail Playground,pg,X,2020-05-21 11:10:07,40.81739773582473,-73.90469490994606,COVID-19 Closure,Completely Locked
Mazzei Playground,pg,X,2020-05-21 11:09:57,40.86233210058629,-73.85811059617457,COVID-19 Closure,Partially Locked
St Nicholas,pg,M,2020-05-21 11:07:22,40.813667511014955,-73.95088245116692,COVID-19 Closure,Partially Locked
Lincoln Terrace Park / Arthur S. Somers Playground,pg,B,2020-05-21 11:05:45,40.66644608010243,-73.92796378287865,COVID-19 Closure,Partially Locked
Playground Eighty LXXX,pg,Q,2020-05-21 11:08:46,40.74496467544943,-73.70961300996181,COVID-19 Closure,Partially Locked
McKinley Park Playground,pg,B,2020-05-21 11:05:47,40.62654177368077,-74.01711545064619,COVID-19 Closure,Not Lockable
